Country,Year,Breakdown,Value,Column,Flag,Column1,ID
EU27,2019,Sheet 6 FROM 3 AROPE,86.4,,,,Children in formal childcare or education 
EU27,2020,Sheet 6 FROM 3 AROPE,74.6,,e,,Children in formal childcare or education 
EU27,2021,Sheet 6 FROM 3 AROPE,82.7,,,,Children in formal childcare or education 
EU27,2022,Sheet 6 FROM 3 AROPE,82.6,,,,Children in formal childcare or education 
EU27,2023,Sheet 6 FROM 3 AROPE,83.2,,,,Children in formal childcare or education 
EU27,2024,Sheet 6 FROM 3 AROPE,82.4,,,,Children in formal childcare or education 
Estonia,2015,Sheet 6 FROM 3 AROPE,90.9,,,,Children in formal childcare or education 
Estonia,2016,Sheet 6 FROM 3 AROPE,89.4,,,,Children in formal childcare or education 
Estonia,2017,Sheet 6 FROM 3 AROPE,92.3,,,,Children in formal childcare or education 
Estonia,2018,Sheet 6 FROM 3 AROPE,87.1,,,,Children in formal childcare or education 
Estonia,2019,Sheet 6 FROM 3 AROPE,94,,,,Children in formal childcare or education 
Estonia,2020,Sheet 6 FROM 3 AROPE,89.6,,,,Children in formal childcare or education 
Estonia,2021,Sheet 6 FROM 3 AROPE,88.6,,,,Children in formal childcare or education 
Estonia,2022,Sheet 6 FROM 3 AROPE,90.1,,,,Children in formal childcare or education 
Estonia,2023,Sheet 6 FROM 3 AROPE,85.6,,,,Children in formal childcare or education 
Estonia,2024,Sheet 6 FROM 3 AROPE,98.4,,,,Children in formal childcare or education 
Finland,2015,Sheet 6 FROM 3 AROPE,76.7,,,,Children in formal childcare or education 
Finland,2016,Sheet 6 FROM 3 AROPE,74.4,,,,Children in formal childcare or education 
Finland,2017,Sheet 6 FROM 3 AROPE,66.9,,,,Children in formal childcare or education 
Finland,2018,Sheet 6 FROM 3 AROPE,67,,,,Children in formal childcare or education 
Finland,2019,Sheet 6 FROM 3 AROPE,71.5,,,,Children in formal childcare or education 
Finland,2020,Sheet 6 FROM 3 AROPE,79.9,,,,Children in formal childcare or education 
Finland,2021,Sheet 6 FROM 3 AROPE,85.3,,,,Children in formal childcare or education 
Finland,2022,Sheet 6 FROM 3 AROPE,90,,,,Children in formal childcare or education 
Finland,2023,Sheet 6 FROM 3 AROPE,85.4,,,,Children in formal childcare or education 
Finland,2024,Sheet 6 FROM 3 AROPE,86.7,,,,Children in formal childcare or education 
France,2015,Sheet 6 FROM 3 AROPE,91.7,,,,Children in formal childcare or education 
France,2016,Sheet 6 FROM 3 AROPE,92.5,,,,Children in formal childcare or education 
France,2017,Sheet 6 FROM 3 AROPE,92.5,,,,Children in formal childcare or education 
France,2018,Sheet 6 FROM 3 AROPE,94.5,,,,Children in formal childcare or education 
France,2019,Sheet 6 FROM 3 AROPE,96.7,,,,Children in formal childcare or education 
France,2020,Sheet 6 FROM 3 AROPE,98.7,,bu,,Children in formal childcare or education 
France,2021,Sheet 6 FROM 3 AROPE,91.7,,,,Children in formal childcare or education 
France,2022,Sheet 6 FROM 3 AROPE,78.9,,,,Children in formal childcare or education 
France,2023,Sheet 6 FROM 3 AROPE,92.2,,,,Children in formal childcare or education 
France,2024,Sheet 6 FROM 3 AROPE,94.8,,,,Children in formal childcare or education 
Germany,2015,Sheet 6 FROM 3 AROPE,85.8,,,,Children in formal childcare or education 
Germany,2016,Sheet 6 FROM 3 AROPE,84.4,,,,Children in formal childcare or education 
Germany,2017,Sheet 6 FROM 3 AROPE,79.8,,,,Children in formal childcare or education 
Germany,2018,Sheet 6 FROM 3 AROPE,80.4,,,,Children in formal childcare or education 
Germany,2019,Sheet 6 FROM 3 AROPE,85.4,,,,Children in formal childcare or education 
Germany,2020,Sheet 6 FROM 3 AROPE,48.1,,b,,Children in formal childcare or education 
Germany,2021,Sheet 6 FROM 3 AROPE,82.1,,,,Children in formal childcare or education 
Germany,2022,Sheet 6 FROM 3 AROPE,79.9,,,,Children in formal childcare or education 
Germany,2023,Sheet 6 FROM 3 AROPE,77.9,,,,Children in formal childcare or education 
Germany,2024,Sheet 6 FROM 3 AROPE,72.8,,,,Children in formal childcare or education 
Greece,2015,Sheet 6 FROM 3 AROPE,79.2,,,,Children in formal childcare or education 
Greece,2016,Sheet 6 FROM 3 AROPE,63.2,,,,Children in formal childcare or education 
Greece,2017,Sheet 6 FROM 3 AROPE,87.2,,,,Children in formal childcare or education 
Greece,2018,Sheet 6 FROM 3 AROPE,98.2,,,,Children in formal childcare or education 
Greece,2019,Sheet 6 FROM 3 AROPE,95.8,,,,Children in formal childcare or education 
Greece,2020,Sheet 6 FROM 3 AROPE,81.7,,,,Children in formal childcare or education 
Greece,2021,Sheet 6 FROM 3 AROPE,82,,,,Children in formal childcare or education 
Greece,2022,Sheet 6 FROM 3 AROPE,68.5,,,,Children in formal childcare or education 
Greece,2023,Sheet 6 FROM 3 AROPE,80.1,,,,Children in formal childcare or education 
Greece,2024,Sheet 6 FROM 3 AROPE,92.6,,,,Children in formal childcare or education 
Hungary,2015,Sheet 6 FROM 3 AROPE,88.5,,,,Children in formal childcare or education 
Hungary,2016,Sheet 6 FROM 3 AROPE,89.4,,,,Children in formal childcare or education 
Hungary,2017,Sheet 6 FROM 3 AROPE,82.2,,,,Children in formal childcare or education 
Hungary,2018,Sheet 6 FROM 3 AROPE,79.5,,u,,Children in formal childcare or education 
Hungary,2019,Sheet 6 FROM 3 AROPE,72.9,,u,,Children in formal childcare or education 
Hungary,2020,Sheet 6 FROM 3 AROPE,74.2,,u,,Children in formal childcare or education 
Hungary,2021,Sheet 6 FROM 3 AROPE,100,,u,,Children in formal childcare or education 
Hungary,2022,Sheet 6 FROM 3 AROPE,,,u,,Children in formal childcare or education 
Hungary,2023,Sheet 6 FROM 3 AROPE,100,,u,,Children in formal childcare or education 
Hungary,2024,Sheet 6 FROM 3 AROPE,100,,u,,Children in formal childcare or education 
Ireland,2015,Sheet 6 FROM 3 AROPE,84.5,,,,Children in formal childcare or education 
Ireland,2016,Sheet 6 FROM 3 AROPE,88.4,,,,Children in formal childcare or education 
Ireland,2017,Sheet 6 FROM 3 AROPE,90.6,,,,Children in formal childcare or education 
Ireland,2018,Sheet 6 FROM 3 AROPE,84.7,,,,Children in formal childcare or education 
Ireland,2019,Sheet 6 FROM 3 AROPE,86.6,,b,,Children in formal childcare or education 
Ireland,2020,Sheet 6 FROM 3 AROPE,87.4,,b,,Children in formal childcare or education 
Ireland,2021,Sheet 6 FROM 3 AROPE,80.5,,,,Children in formal childcare or education 
Ireland,2022,Sheet 6 FROM 3 AROPE,85.7,,,,Children in formal childcare or education 
Ireland,2023,Sheet 6 FROM 3 AROPE,88.2,,,,Children in formal childcare or education 
Ireland,2024,Sheet 6 FROM 3 AROPE,96.7,,,,Children in formal childcare or education 
Italy,2015,Sheet 6 FROM 3 AROPE,85.4,,,,Children in formal childcare or education 
Italy,2016,Sheet 6 FROM 3 AROPE,92.1,,,,Children in formal childcare or education 
Italy,2017,Sheet 6 FROM 3 AROPE,85.5,,,,Children in formal childcare or education 
Italy,2018,Sheet 6 FROM 3 AROPE,91.9,,,,Children in formal childcare or education 
Italy,2019,Sheet 6 FROM 3 AROPE,87.5,,,,Children in formal childcare or education 
Italy,2020,Sheet 6 FROM 3 AROPE,,,,,Children in formal childcare or education 
Italy,2021,Sheet 6 FROM 3 AROPE,87.5,,,,Children in formal childcare or education 
Italy,2022,Sheet 6 FROM 3 AROPE,91.2,,,,Children in formal childcare or education 
Italy,2023,Sheet 6 FROM 3 AROPE,91.6,,,,Children in formal childcare or education 
Italy,2024,Sheet 6 FROM 3 AROPE,85.6,,,,Children in formal childcare or education 
Latvia,2015,Sheet 6 FROM 3 AROPE,76.3,,,,Children in formal childcare or education 
Latvia,2016,Sheet 6 FROM 3 AROPE,75.6,,,,Children in formal childcare or education 
Latvia,2017,Sheet 6 FROM 3 AROPE,85.2,,,,Children in formal childcare or education 
Latvia,2018,Sheet 6 FROM 3 AROPE,79.7,,,,Children in formal childcare or education 
Latvia,2019,Sheet 6 FROM 3 AROPE,70.7,,,,Children in formal childcare or education 
Latvia,2020,Sheet 6 FROM 3 AROPE,66.7,,,,Children in formal childcare or education 
Latvia,2021,Sheet 6 FROM 3 AROPE,83.2,,,,Children in formal childcare or education 
Latvia,2022,Sheet 6 FROM 3 AROPE,84.7,,,,Children in formal childcare or education 
Latvia,2023,Sheet 6 FROM 3 AROPE,92.5,,,,Children in formal childcare or education 
Latvia,2024,Sheet 6 FROM 3 AROPE,88.6,,,,Children in formal childcare or education 
Lithuania,2015,Sheet 6 FROM 3 AROPE,52.8,,,,Children in formal childcare or education 
Lithuania,2016,Sheet 6 FROM 3 AROPE,77.1,,,,Children in formal childcare or education 
Lithuania,2017,Sheet 6 FROM 3 AROPE,69.4,,,,Children in formal childcare or education 
Lithuania,2018,Sheet 6 FROM 3 AROPE,68.2,,,,Children in formal childcare or education 
Lithuania,2019,Sheet 6 FROM 3 AROPE,76.5,,,,Children in formal childcare or education 
Lithuania,2020,Sheet 6 FROM 3 AROPE,80.8,,,,Children in formal childcare or education 
Lithuania,2021,Sheet 6 FROM 3 AROPE,63.9,,,,Children in formal childcare or education 
Lithuania,2022,Sheet 6 FROM 3 AROPE,88.6,,,,Children in formal childcare or education 
Lithuania,2023,Sheet 6 FROM 3 AROPE,85.4,,,,Children in formal childcare or education 
Lithuania,2024,Sheet 6 FROM 3 AROPE,94.3,,p,,Children in formal childcare or education 
Luxembourg,2015,Sheet 6 FROM 3 AROPE,81.4,,u,,Children in formal childcare or education 
Luxembourg,2016,Sheet 6 FROM 3 AROPE,89.5,,u,,Children in formal childcare or education 
Luxembourg,2017,Sheet 6 FROM 3 AROPE,78.7,,u,,Children in formal childcare or education 
Luxembourg,2018,Sheet 6 FROM 3 AROPE,80.5,,u,,Children in formal childcare or education 
Luxembourg,2019,Sheet 6 FROM 3 AROPE,96.2,,,,Children in formal childcare or education 
Luxembourg,2020,Sheet 6 FROM 3 AROPE,89.9,,bu,,Children in formal childcare or education 
Luxembourg,2021,Sheet 6 FROM 3 AROPE,95.8,,,,Children in formal childcare or education 
Luxembourg,2022,Sheet 6 FROM 3 AROPE,94.3,,u,,Children in formal childcare or education 
Luxembourg,2023,Sheet 6 FROM 3 AROPE,,,u,,Children in formal childcare or education 
Luxembourg,2024,Sheet 6 FROM 3 AROPE,68.4,,u,,Children in formal childcare or education 
Malta,2015,Sheet 6 FROM 3 AROPE,97.9,,,,Children in formal childcare or education 
Malta,2016,Sheet 6 FROM 3 AROPE,96.1,,,,Children in formal childcare or education 
Malta,2017,Sheet 6 FROM 3 AROPE,90.2,,,,Children in formal childcare or education 
Malta,2018,Sheet 6 FROM 3 AROPE,89.7,,u,,Children in formal childcare or education 
Malta,2019,Sheet 6 FROM 3 AROPE,71.8,,u,,Children in formal childcare or education 
Malta,2020,Sheet 6 FROM 3 AROPE,74.2,,u,,Children in formal childcare or education 
Malta,2021,Sheet 6 FROM 3 AROPE,82,,,,Children in formal childcare or education 
Malta,2022,Sheet 6 FROM 3 AROPE,88.5,,,,Children in formal childcare or education 
Malta,2023,Sheet 6 FROM 3 AROPE,99,,u,,Children in formal childcare or education 
Malta,2024,Sheet 6 FROM 3 AROPE,87.2,,u,,Children in formal childcare or education 
Netherlands,2015,Sheet 6 FROM 3 AROPE,93.5,,,,Children in formal childcare or education 
Netherlands,2016,Sheet 6 FROM 3 AROPE,93.8,,,,Children in formal childcare or education 
Netherlands,2017,Sheet 6 FROM 3 AROPE,95.6,,,,Children in formal childcare or education 
Netherlands,2018,Sheet 6 FROM 3 AROPE,89.6,,,,Children in formal childcare or education 
Netherlands,2019,Sheet 6 FROM 3 AROPE,95,,,,Children in formal childcare or education 
Netherlands,2020,Sheet 6 FROM 3 AROPE,87.7,,,,Children in formal childcare or education 
Netherlands,2021,Sheet 6 FROM 3 AROPE,95.3,,,,Children in formal childcare or education 
Netherlands,2022,Sheet 6 FROM 3 AROPE,89.5,,,,Children in formal childcare or education 
Netherlands,2023,Sheet 6 FROM 3 AROPE,88.3,,,,Children in formal childcare or education 
Netherlands,2024,Sheet 6 FROM 3 AROPE,92.9,,,,Children in formal childcare or education 
Poland,2015,Sheet 6 FROM 3 AROPE,33.4,,,,Children in formal childcare or education 
Poland,2016,Sheet 6 FROM 3 AROPE,51.3,,,,Children in formal childcare or education 
Poland,2017,Sheet 6 FROM 3 AROPE,61.9,,,,Children in formal childcare or education 
Poland,2018,Sheet 6 FROM 3 AROPE,59.9,,,,Children in formal childcare or education 
Poland,2019,Sheet 6 FROM 3 AROPE,59.6,,,,Children in formal childcare or education 
Poland,2020,Sheet 6 FROM 3 AROPE,65.8,,,,Children in formal childcare or education 
Poland,2021,Sheet 6 FROM 3 AROPE,64.1,,,,Children in formal childcare or education 
Poland,2022,Sheet 6 FROM 3 AROPE,60,,,,Children in formal childcare or education 
Poland,2023,Sheet 6 FROM 3 AROPE,55.7,,,,Children in formal childcare or education 
Poland,2024,Sheet 6 FROM 3 AROPE,67.1,,,,Children in formal childcare or education 
Portugal,2015,Sheet 6 FROM 3 AROPE,86.1,,,,Children in formal childcare or education 
Portugal,2016,Sheet 6 FROM 3 AROPE,91.7,,,,Children in formal childcare or education 
Portugal,2017,Sheet 6 FROM 3 AROPE,87.1,,,,Children in formal childcare or education 
Portugal,2018,Sheet 6 FROM 3 AROPE,90.4,,,,Children in formal childcare or education 
Portugal,2019,Sheet 6 FROM 3 AROPE,83.1,,,,Children in formal childcare or education 
Portugal,2020,Sheet 6 FROM 3 AROPE,84.2,,,,Children in formal childcare or education 
Portugal,2021,Sheet 6 FROM 3 AROPE,90.1,,,,Children in formal childcare or education 
Portugal,2022,Sheet 6 FROM 3 AROPE,93.1,,,,Children in formal childcare or education 
Portugal,2023,Sheet 6 FROM 3 AROPE,86.6,,,,Children in formal childcare or education 
Portugal,2024,Sheet 6 FROM 3 AROPE,84.4,,,,Children in formal childcare or education 
Romania,2015,Sheet 6 FROM 3 AROPE,61.6,,,,Children in formal childcare or education 
Romania,2016,Sheet 6 FROM 3 AROPE,64.1,,,,Children in formal childcare or education 
Romania,2017,Sheet 6 FROM 3 AROPE,69.8,,,,Children in formal childcare or education 
Romania,2018,Sheet 6 FROM 3 AROPE,65.6,,,,Children in formal childcare or education 
Romania,2019,Sheet 6 FROM 3 AROPE,72,,,,Children in formal childcare or education 
Romania,2020,Sheet 6 FROM 3 AROPE,54.7,,,,Children in formal childcare or education 
Romania,2021,Sheet 6 FROM 3 AROPE,54.2,,,,Children in formal childcare or education 
Romania,2022,Sheet 6 FROM 3 AROPE,67.9,,,,Children in formal childcare or education 
Romania,2023,Sheet 6 FROM 3 AROPE,64.1,,,,Children in formal childcare or education 
Romania,2024,Sheet 6 FROM 3 AROPE,58.2,,,,Children in formal childcare or education 
Slovakia,2015,Sheet 6 FROM 3 AROPE,62.6,,,,Children in formal childcare or education 
Slovakia,2016,Sheet 6 FROM 3 AROPE,57.5,,,,Children in formal childcare or education 
Slovakia,2017,Sheet 6 FROM 3 AROPE,35.2,,,,Children in formal childcare or education 
Slovakia,2018,Sheet 6 FROM 3 AROPE,70.3,,,,Children in formal childcare or education 
Slovakia,2019,Sheet 6 FROM 3 AROPE,71.7,,,,Children in formal childcare or education 
Slovakia,2020,Sheet 6 FROM 3 AROPE,81.6,,,,Children in formal childcare or education 
Slovakia,2021,Sheet 6 FROM 3 AROPE,73.4,,,,Children in formal childcare or education 
Slovakia,2022,Sheet 6 FROM 3 AROPE,65.9,,,,Children in formal childcare or education 
Slovakia,2023,Sheet 6 FROM 3 AROPE,51.1,,,,Children in formal childcare or education 
Slovakia,2024,Sheet 6 FROM 3 AROPE,53,,,,Children in formal childcare or education 
Slovenia,2015,Sheet 6 FROM 3 AROPE,87.2,,,,Children in formal childcare or education 
Slovenia,2016,Sheet 6 FROM 3 AROPE,86.6,,,,Children in formal childcare or education 
Slovenia,2017,Sheet 6 FROM 3 AROPE,92.4,,,,Children in formal childcare or education 
Slovenia,2018,Sheet 6 FROM 3 AROPE,84.3,,,,Children in formal childcare or education 
Slovenia,2019,Sheet 6 FROM 3 AROPE,87.7,,,,Children in formal childcare or education 
Slovenia,2020,Sheet 6 FROM 3 AROPE,90.7,,,,Children in formal childcare or education 
Slovenia,2021,Sheet 6 FROM 3 AROPE,84.8,,,,Children in formal childcare or education 
Slovenia,2022,Sheet 6 FROM 3 AROPE,89,,,,Children in formal childcare or education 
Slovenia,2023,Sheet 6 FROM 3 AROPE,72.6,,,,Children in formal childcare or education 
Slovenia,2024,Sheet 6 FROM 3 AROPE,91.9,,,,Children in formal childcare or education 
Spain,2015,Sheet 6 FROM 3 AROPE,91.7,,,,Children in formal childcare or education 
Spain,2016,Sheet 6 FROM 3 AROPE,94,,,,Children in formal childcare or education 
Spain,2017,Sheet 6 FROM 3 AROPE,95.2,,,,Children in formal childcare or education 
Spain,2018,Sheet 6 FROM 3 AROPE,92.2,,,,Children in formal childcare or education 
Spain,2019,Sheet 6 FROM 3 AROPE,96.9,,,,Children in formal childcare or education 
Spain,2020,Sheet 6 FROM 3 AROPE,96.4,,,,Children in formal childcare or education 
Spain,2021,Sheet 6 FROM 3 AROPE,95.8,,,,Children in formal childcare or education 
Spain,2022,Sheet 6 FROM 3 AROPE,94,,,,Children in formal childcare or education 
Spain,2023,Sheet 6 FROM 3 AROPE,97.6,,,,Children in formal childcare or education 
Spain,2024,Sheet 6 FROM 3 AROPE,97.4,,,,Children in formal childcare or education 
Sweden,2015,Sheet 6 FROM 3 AROPE,92.4,,,,Children in formal childcare or education 
Sweden,2016,Sheet 6 FROM 3 AROPE,95.1,,,,Children in formal childcare or education 
Sweden,2017,Sheet 6 FROM 3 AROPE,92.4,,,,Children in formal childcare or education 
Sweden,2018,Sheet 6 FROM 3 AROPE,93.2,,,,Children in formal childcare or education 
Sweden,2019,Sheet 6 FROM 3 AROPE,93.8,,,,Children in formal childcare or education 
Sweden,2020,Sheet 6 FROM 3 AROPE,92.2,,,,Children in formal childcare or education 
Sweden,2021,Sheet 6 FROM 3 AROPE,99,,,,Children in formal childcare or education 
Sweden,2022,Sheet 6 FROM 3 AROPE,93.9,,,,Children in formal childcare or education 
Sweden,2023,Sheet 6 FROM 3 AROPE,97.2,,,,Children in formal childcare or education 
Sweden,2024,Sheet 6 FROM 3 AROPE,98.3,,,,Children in formal childcare or education 
Austria,2015,UNDER 3 NON AROPE,23,,,,Children in formal childcare or education 
Austria,2016,UNDER 3 NON AROPE,19.7,,,,Children in formal childcare or education 
Austria,2017,UNDER 3 NON AROPE,21.1,,,,Children in formal childcare or education 
Austria,2018,UNDER 3 NON AROPE,22.3,,,,Children in formal childcare or education 
Austria,2019,UNDER 3 NON AROPE,23.3,,,,Children in formal childcare or education 
Austria,2020,UNDER 3 NON AROPE,23.1,,,,Children in formal childcare or education 
Austria,2021,UNDER 3 NON AROPE,29.1,,,,Children in formal childcare or education 
Austria,2022,UNDER 3 NON AROPE,21.3,,,,Children in formal childcare or education 
Austria,2023,UNDER 3 NON AROPE,25.9,,,,Children in formal childcare or education 
Austria,2024,UNDER 3 NON AROPE,32.3,,,,Children in formal childcare or education 
Belgium,2015,UNDER 3 NON AROPE,56.9,,,,Children in formal childcare or education 
Belgium,2016,UNDER 3 NON AROPE,46.3,,,,Children in formal childcare or education 
Belgium,2017,UNDER 3 NON AROPE,59.5,,,,Children in formal childcare or education 
Belgium,2018,UNDER 3 NON AROPE,63.5,,,,Children in formal childcare or education 
Belgium,2019,UNDER 3 NON AROPE,61.4,,b,,Children in formal childcare or education 
Belgium,2020,UNDER 3 NON AROPE,63.2,,,,Children in formal childcare or education 
Belgium,2021,UNDER 3 NON AROPE,56.8,,,,Children in formal childcare or education 
Belgium,2022,UNDER 3 NON AROPE,59.2,,,,Children in formal childcare or education 
Belgium,2023,UNDER 3 NON AROPE,58.6,,,,Children in formal childcare or education 
Belgium,2024,UNDER 3 NON AROPE,59.3,,,,Children in formal childcare or education 
Bulgaria,2015,UNDER 3 NON AROPE,9.9,,,,Children in formal childcare or education 
Bulgaria,2016,UNDER 3 NON AROPE,14,,,,Children in formal childcare or education 
Bulgaria,2017,UNDER 3 NON AROPE,11.1,,,,Children in formal childcare or education 
Bulgaria,2018,UNDER 3 NON AROPE,18.4,,,,Children in formal childcare or education 
Bulgaria,2019,UNDER 3 NON AROPE,21.4,,,,Children in formal childcare or education 
Bulgaria,2020,UNDER 3 NON AROPE,20.2,,,,Children in formal childcare or education 
Bulgaria,2021,UNDER 3 NON AROPE,16.1,,,,Children in formal childcare or education 
Bulgaria,2022,UNDER 3 NON AROPE,14.8,,,,Children in formal childcare or education 
Bulgaria,2023,UNDER 3 NON AROPE,19.7,,,,Children in formal childcare or education 
Bulgaria,2024,UNDER 3 NON AROPE,24.1,,,,Children in formal childcare or education 
Croatia,2015,UNDER 3 NON AROPE,13.5,,,,Children in formal childcare or education 
Croatia,2016,UNDER 3 NON AROPE,17.6,,,,Children in formal childcare or education 
Croatia,2017,UNDER 3 NON AROPE,19.4,,,,Children in formal childcare or education 
Croatia,2018,UNDER 3 NON AROPE,21.2,,,,Children in formal childcare or education 
Croatia,2019,UNDER 3 NON AROPE,17.5,,,,Children in formal childcare or education 
Croatia,2020,UNDER 3 NON AROPE,20.4,,,,Children in formal childcare or education 
Croatia,2021,UNDER 3 NON AROPE,36.3,,,,Children in formal childcare or education 
Croatia,2022,UNDER 3 NON AROPE,26.5,,,,Children in formal childcare or education 
Croatia,2023,UNDER 3 NON AROPE,31.9,,,,Children in formal childcare or education 
Croatia,2024,UNDER 3 NON AROPE,34.6,,,,Children in formal childcare or education 
Cyprus,2015,UNDER 3 NON AROPE,20.7,,,,Children in formal childcare or education 
Cyprus,2016,UNDER 3 NON AROPE,26,,,,Children in formal childcare or education 
Cyprus,2017,UNDER 3 NON AROPE,30,,,,Children in formal childcare or education 
Cyprus,2018,UNDER 3 NON AROPE,33.9,,,,Children in formal childcare or education 
Cyprus,2019,UNDER 3 NON AROPE,37.2,,,,Children in formal childcare or education 
Cyprus,2020,UNDER 3 NON AROPE,26.2,,,,Children in formal childcare or education 
Cyprus,2021,UNDER 3 NON AROPE,28.8,,,,Children in formal childcare or education 
Cyprus,2022,UNDER 3 NON AROPE,28.1,,,,Children in formal childcare or education 
Cyprus,2023,UNDER 3 NON AROPE,40.2,,,,Children in formal childcare or education 
Cyprus,2024,UNDER 3 NON AROPE,42,,,,Children in formal childcare or education 
Czechia,2015,UNDER 3 NON AROPE,2.7,,,,Children in formal childcare or education 
Czechia,2016,UNDER 3 NON AROPE,5.1,,,,Children in formal childcare or education 
Czechia,2017,UNDER 3 NON AROPE,6.5,,,,Children in formal childcare or education 
Czechia,2018,UNDER 3 NON AROPE,8.5,,,,Children in formal childcare or education 
Czechia,2019,UNDER 3 NON AROPE,6.5,,,,Children in formal childcare or education 
Czechia,2020,UNDER 3 NON AROPE,5.4,,,,Children in formal childcare or education 
Czechia,2021,UNDER 3 NON AROPE,5.2,,,,Children in formal childcare or education 
Czechia,2022,UNDER 3 NON AROPE,7,,,,Children in formal childcare or education 
Czechia,2023,UNDER 3 NON AROPE,4.8,,,,Children in formal childcare or education 
Czechia,2024,UNDER 3 NON AROPE,7.4,,,,Children in formal childcare or education 
Denmark,2015,UNDER 3 NON AROPE,78.4,,,,Children in formal childcare or education 
Denmark,2016,UNDER 3 NON AROPE,71.5,,,,Children in formal childcare or education 
Denmark,2017,UNDER 3 NON AROPE,72.9,,,,Children in formal childcare or education 
Denmark,2018,UNDER 3 NON AROPE,64.8,,,,Children in formal childcare or education 
Denmark,2019,UNDER 3 NON AROPE,66,,,,Children in formal childcare or education 
Denmark,2020,UNDER 3 NON AROPE,64.7,,,,Children in formal childcare or education 
Denmark,2021,UNDER 3 NON AROPE,69.9,,,,Children in formal childcare or education 
Denmark,2022,UNDER 3 NON AROPE,72.9,,,,Children in formal childcare or education 
Denmark,2023,UNDER 3 NON AROPE,69.5,,b,,Children in formal childcare or education 
Denmark,2024,UNDER 3 NON AROPE,62.1,,,,Children in formal childcare or education 
EU 27,2015,UNDER 3 NON AROPE,32.9,,,,Children in formal childcare or education 
EU 27,2016,UNDER 3 NON AROPE,36.9,,,,Children in formal childcare or education 
EU 27,2017,UNDER 3 NON AROPE,37.8,,,,Children in formal childcare or education 
EU 27,2018,UNDER 3 NON AROPE,38.2,,,,Children in formal childcare or education 
EU 27,2019,UNDER 3 NON AROPE,37.3,,,,Children in formal childcare or education 
EU 27,2020,UNDER 3 NON AROPE,36.2,,,,Children in formal childcare or education 
EU 27,2021,UNDER 3 NON AROPE,42.8,,,,Children in formal childcare or education 
EU 27,2022,UNDER 3 NON AROPE,39.7,,,,Children in formal childcare or education 
EU 27,2023,UNDER 3 NON AROPE,41,,,,Children in formal childcare or education 
EU 27,2024,UNDER 3 NON AROPE,43.9,,,,Children in formal childcare or education 
Estonia,2015,UNDER 3 NON AROPE,21.5,,,,Children in formal childcare or education 
Estonia,2016,UNDER 3 NON AROPE,30.8,,,,Children in formal childcare or education 
Estonia,2017,UNDER 3 NON AROPE,26.4,,,,Children in formal childcare or education 
Estonia,2018,UNDER 3 NON AROPE,27.7,,,,Children in formal childcare or education 
Estonia,2019,UNDER 3 NON AROPE,30.8,,,,Children in formal childcare or education 
Estonia,2020,UNDER 3 NON AROPE,27.4,,,,Children in formal childcare or education 
Estonia,2021,UNDER 3 NON AROPE,24.5,,,,Children in formal childcare or education 
Estonia,2022,UNDER 3 NON AROPE,33.9,,,,Children in formal childcare or education 
Estonia,2023,UNDER 3 NON AROPE,40.5,,,,Children in formal childcare or education 
Estonia,2024,UNDER 3 NON AROPE,37,,,,Children in formal childcare or education 
Finland,2015,UNDER 3 NON AROPE,32.9,,,,Children in formal childcare or education 
Finland,2016,UNDER 3 NON AROPE,31.8,,,,Children in formal childcare or education 
Finland,2017,UNDER 3 NON AROPE,33.1,,,,Children in formal childcare or education 
Finland,2018,UNDER 3 NON AROPE,39.8,,,,Children in formal childcare or education 
Finland,2019,UNDER 3 NON AROPE,38.1,,,,Children in formal childcare or education 
Finland,2020,UNDER 3 NON AROPE,40.8,,,,Children in formal childcare or education 
Finland,2021,UNDER 3 NON AROPE,41,,,,Children in formal childcare or education 
Finland,2022,UNDER 3 NON AROPE,42.6,,,,Children in formal childcare or education 
Finland,2023,UNDER 3 NON AROPE,47.6,,,,Children in formal childcare or education 
Finland,2024,UNDER 3 NON AROPE,49.9,,,,Children in formal childcare or education 
France,2015,UNDER 3 NON AROPE,47.8,,,,Children in formal childcare or education 
France,2016,UNDER 3 NON AROPE,55.7,,,,Children in formal childcare or education 
France,2017,UNDER 3 NON AROPE,58.5,,,,Children in formal childcare or education 
France,2018,UNDER 3 NON AROPE,57.6,,,,Children in formal childcare or education 
France,2019,UNDER 3 NON AROPE,59.1,,,,Children in formal childcare or education 
France,2020,UNDER 3 NON AROPE,66.1,,b,,Children in formal childcare or education 
France,2021,UNDER 3 NON AROPE,68,,,,Children in formal childcare or education 
France,2022,UNDER 3 NON AROPE,64.2,,,,Children in formal childcare or education 
France,2023,UNDER 3 NON AROPE,65.4,,,,Children in formal childcare or education 
France,2024,UNDER 3 NON AROPE,68.9,,p,,Children in formal childcare or education 
Germany,2015,UNDER 3 NON AROPE,26.5,,,,Children in formal childcare or education 
Germany,2016,UNDER 3 NON AROPE,33,,,,Children in formal childcare or education 
Germany,2017,UNDER 3 NON AROPE,31.6,,,,Children in formal childcare or education 
Germany,2018,UNDER 3 NON AROPE,32.3,,,,Children in formal childcare or education 
Germany,2019,UNDER 3 NON AROPE,32.4,,,,Children in formal childcare or education 
Germany,2020,UNDER 3 NON AROPE,17.8,,b,,Children in formal childcare or education 
Germany,2021,UNDER 3 NON AROPE,33.5,,,,Children in formal childcare or education 
